source,target,weight
read engineering drawings,use power tools,19
read engineering drawings,use technical documentation,34
read engineering drawings,use technical drawing software,21
read engineering drawings,use testing equipment,18
read engineering drawings,wear appropriate protective gear,25
read engineering drawings,write inspection reports,10
technical drawings,CAE software,7
technical drawings,ICT software specifications,6
technical drawings,assess financial viability,13
technical drawings,civil engineering,14
technical drawings,define technical requirements,16
technical drawings,design prototypes,7
technical drawings,draw blueprints,7
technical drawings,electrical engineering,13
technical drawings,electrical power safety regulations,7
technical drawings,electronics,7
technical drawings,energy,9
technical drawings,energy market,7
technical drawings,ensure compliance with environmental legislation,11
technical drawings,ensure compliance with safety legislation,17
technical drawings,execute analytical mathematical calculations,15
technical drawings,hydraulics,7
technical drawings,interpret technical requirements,12
technical drawings,manage engineering project,19
technical drawings,"mining, construction and civil engineering machinery products",10
technical drawings,project management,14
technical drawings,quality standards,8
technical drawings,renewable energy technologies,6
technical drawings,troubleshoot,15
technical drawings,use CAD software,19
technical drawings,use CADD software,8
technical drawings,use a computer,9
technical drawings,use computer-aided engineering systems,11
technical drawings,use manual draughting techniques,7
technical drawings,use technical documentation,6
technical drawings,use technical drawing software,81
troubleshoot,CAE software,12
troubleshoot,CAM software,8
troubleshoot,address problems critically,15
troubleshoot,adjust properties of cut,12
troubleshoot,aircraft mechanics,6
troubleshoot,align components,25
troubleshoot,analyse test data,8
troubleshoot,apply health and safety standards,32
troubleshoot,apply precision metalworking techniques,11
troubleshoot,apply preliminary treatment to workpieces,12
troubleshoot,carry out measurements of parts,6
troubleshoot,chemistry,9
troubleshoot,collaborate with engineers,6
troubleshoot,common aviation safety regulations,6
troubleshoot,conduct routine machinery checks,10
troubleshoot,consult technical resources,32
troubleshoot,create solutions to problems,14
troubleshoot,deal with pressure from unexpected circumstances,8
troubleshoot,dispose of cutting waste material,28
troubleshoot,electrical power safety regulations,6
troubleshoot,electrical wiring plans,8
troubleshoot,electromechanics,9
troubleshoot,electronics,22
troubleshoot,ensure compliance with environmental legislation,6
troubleshoot,ensure compliance with safety legislation,16
