preferredLabel,cluster_group,cluster_subgroup0,cluster_subgroup1,cluster_subgroup2,cluster_subgroup0_name,cluster_subgroup1_name,cluster_subgroup2_name,node,description
CAD for garment manufacturing,12-0-11,12,0,11,footwear | leather | textile | good | manufacturing,textile | manufacturing | apparel | wearing | technology,manufacturing | apparel | wearing | textile | garment,CAD for garment manufacturing,Softwares of computer aided design for garment manufacturing which allow create 2 or 3 dimensional drawings.
CAD software,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,CAD software,"The computer-aided design (CAD) software for creating, modifying, analysing or optimising a design."
adjust engineering designs,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,adjust engineering designs,Adjust designs of products or parts of products so that they meet requirements.
approve engineering design,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,approve engineering design,Give consent to the finished engineering design to go over to the actual manufacturing and assembly of the product.
create technical plans,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,create technical plans,"Create detailed technical plans of machinery, equipment, tools and other products."
design drawings,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,design drawings,"Understand design drawings detailing the design of products, tools, and engineering systems."
electricity,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,electricity,"Understand the principles of electricity and electrical power circuits, as well as the associated risks."
engineering principles,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,engineering principles,"The engineering elements like functionality, replicability, and costs in relation to the design and how they are applied in the completion of engineering projects."
engineering processes,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,engineering processes,The systematic approach to the development and maintenance of engineering systems.
execute feasibility study,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,execute feasibility study,"Perform the evaluation and assessment of the potential of a project, plan, proposition or new idea. Realise a standardised study which is based on extensive investigation and research to support the process of decision making."
industrial engineering,1-3-9,1,3,9,equipment | engineering | use | electrical | test,equipment | engineering | use | electrical | test,engineering | software | technical | use | test,industrial engineering,"The field of engineering concerned with the development, improvement, and implementation of complex processes and systems of knowledge, people, equipment, etc."
